model_name,km_driven,fuel_type,transmission,owner,engine_capacity,price,link
2018 Toyota Innova Crysta,2.0L km,Diesel,,1st,2755cc,₹15.50 lakh,https://www.cars24.com/buy-used-toyota-innova-crysta-2018-cars-mumbai-10316006775/
2019 Maruti Vitara Brezza,1.2L km,Diesel,,1st,1248cc,₹7.99 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-10300507793/
2018 Hyundai NEW SANTRO,66.37k km,Petrol,Manual,2nd,1086cc,₹3.53 lakh,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-mumbai-10326546765/
2021 Jeep Compass,99.05k km,Diesel,,1st,1956cc,₹17.18 lakh,https://www.cars24.com/buy-used-jeep-compass-2021-cars-mumbai-10308102711/
2023 Maruti JIMNY,24.86k km,Petrol,Manual,1st,1462cc,₹11.00 lakh,https://www.cars24.com/buy-used-maruti-jimny-2023-cars-mumbai-10048609793/
2020 KIA SELTOS,55.64k km,Diesel,Manual,2nd,1493cc,₹9.00 lakh,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mumbai-10381002778/
2021 Tata Safari,41.87k km,Diesel,Manual,1st,1956cc,₹14.85 lakh,https://www.cars24.com/buy-used-tata-safari-2021-cars-mumbai-10348704791/
2017 Jeep Compass,1.1L km,Diesel,Manual,1st,1956cc,₹7.00 lakh,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-10387201796/
2020 Hyundai Grand i10,23.72k km,Petrol,Manual,1st,1197cc,₹4.36 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2020-cars-mumbai-10398702775/
2019 MG HECTOR,33.43k km,Petrol,,2nd,1451cc,₹11.08 lakh,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-10340709710/
2017 Toyota Innova Crysta,31.77k km,Diesel,,1st,2755cc,₹19.85 lakh,https://www.cars24.com/buy-used-toyota-innova-crysta-2017-cars-mumbai-10344909779/
2011 Toyota Innova,2.1L km,Diesel,Manual,1st,2494cc,₹11.01 lakh,https://www.cars24.com/buy-used-toyota-innova-2011-cars-mumbai-10328602714/
2023 Maruti XL6,10.02k km,Petrol,,1st,1462cc,₹14.09 lakh,https://www.cars24.com/buy-used-maruti-xl6-2023-cars-mumbai-10327909773/
2011 BMW X3,90.02k km,Diesel,,2nd,,₹7.20 lakh,https://www.cars24.com/buy-used-bmw-x3-2011-cars-mumbai-10314546760/
2018 Jeep Compass,32.90k km,Petrol,,1st,1368cc,₹13.82 lakh,https://www.cars24.com/buy-used-jeep-compass-2018-cars-mumbai-10380409772/
2010 BMW 5 Series,67.77k km,Diesel,,2nd,2993cc,₹8.00 lakh,https://www.cars24.com/buy-used-bmw-5-series-2010-cars-mumbai-10359307716/
2021 MG HECTOR,38.08k km,Petrol,,2nd,1451cc,₹15.00 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-mumbai-10311101771/
2014 Maruti Ertiga,90.89k km,Petrol,Manual,2nd,1373cc,₹4.65 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2014-cars-mumbai-10350005796/
2012 Toyota Innova,1.4L km,Diesel,Manual,1st,2494cc,₹7.04 lakh,https://www.cars24.com/buy-used-toyota-innova-2012-cars-mumbai-10333301778/
2023 Hyundai Verna,9.07k km,Petrol,,1st,1497cc,₹16.00 lakh,https://www.cars24.com/buy-used-hyundai-verna-2023-cars-mumbai-10321501773/
2013 Ford Ecosport,1.2L km,Diesel,Manual,1st,1498cc,₹3.90 lakh,https://www.cars24.com/buy-used-ford-ecosport-2013-cars-mumbai-10323200791/
2012 Toyota Innova,2.8L km,Diesel,Manual,2nd,,₹4.50 lakh,https://www.cars24.com/buy-used-toyota-innova-2012-cars-mumbai-10320245769/
2014 Skoda Superb,1.6L km,Petrol,,1st,,₹5.00 lakh,https://www.cars24.com/buy-used-skoda-superb-2014-cars-mumbai-10372401775/
2021 MG HECTOR,34.80k km,Diesel,Manual,1st,1956cc,₹16.73 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-mumbai-10368909799/
2017 Honda CRV,76.71k km,Petrol,,3rd,2354cc,₹8.95 lakh,https://www.cars24.com/buy-used-honda-crv-2017-cars-mumbai-10341707797/
2013 BMW 5 Series,1.1L km,Diesel,,3rd,1995cc,₹11.79 lakh,https://www.cars24.com/buy-used-bmw-5-series-2013-cars-mumbai-10323709715/
2022 Tata Safari,32.98k km,Diesel,,1st,1956cc,₹15.50 lakh,https://www.cars24.com/buy-used-tata-safari-2022-cars-mumbai-10305003799/
2012 BMW 5 Series,1.5L km,Diesel,,1st,1995cc,₹11.50 lakh,https://www.cars24.com/buy-used-bmw-5-series-2012-cars-mumbai-10374308718/
2022 Mahindra XUV300,38.42k km,Petrol,,1st,1197cc,₹8.00 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2022-cars-mumbai-10343443768/
2020 MG HECTOR PLUS,40.58k km,Petrol,,1st,1451cc,₹13.88 lakh,https://www.cars24.com/buy-used-mg-hector-plus-2020-cars-mumbai-10368203792/
2023 Skoda KUSHAQ,16.14k km,Petrol,Manual,1st,999cc,₹10.50 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2023-cars-mumbai-10382002710/
2022 Tata TIGOR EV,42.57k km,Electric,,1st,,₹6.32 lakh,https://www.cars24.com/buy-used-tata-tigor-ev-2022-cars-mumbai-10305306779/
2022 KIA SELTOS,14.21k km,Petrol,,1st,,₹14.42 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-mumbai-10337001776/
2019 Maruti Vitara Brezza,20.17k km,Diesel,Manual,1st,1248cc,₹8.40 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-mumbai-10306802796/
2017 Jeep Compass,1.1L km,Diesel,Manual,2nd,1956cc,₹8.28 lakh,https://www.cars24.com/buy-used-jeep-compass-2017-cars-mumbai-10327604776/
2022 Tata TIGOR EV,50.69k km,Electric,,1st,,₹6.43 lakh,https://www.cars24.com/buy-used-tata-tigor-ev-2022-cars-mumbai-10396404774/
2020 MG HECTOR,95.27k km,Petrol,,2nd,1451cc,₹11.00 lakh,https://www.cars24.com/buy-used-mg-hector-2020-cars-mumbai-10316646760/
2022 Hyundai NEW I20,51.64k km,Petrol,,1st,998cc,₹8.73 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2022-cars-mumbai-10375546761/
2019 KIA SELTOS,1.2L km,Diesel,Manual,1st,,₹10.18 lakh,https://www.cars24.com/buy-used-kia-seltos-2019-cars-mumbai-10332605771/
2021 Mahindra XUV300,23.40k km,Petrol,Manual,1st,1197cc,₹8.83 lakh,https://www.cars24.com/buy-used-mahindra-xuv300-2021-cars-mumbai-10306300797/
2014 Toyota Innova,1.8L km,Diesel,Manual,1st,2494cc,₹9.18 lakh,https://www.cars24.com/buy-used-toyota-innova-2014-cars-mumbai-10364500797/
2018 Maruti Ertiga,1.8L km,Petrol,Manual,1st,1373cc,₹7.40 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-mumbai-10313600715/
2012 Mercedes Benz Ml Class,2.9L km,Diesel,,2nd,2143cc,₹13.80 lakh,https://www.cars24.com/buy-used-mercedes-benz-ml-class-2012-cars-mumbai-10379407715/
2022 KIA SONET,67.42k km,Diesel,,1st,1493cc,₹13.00 lakh,https://www.cars24.com/buy-used-kia-sonet-2022-cars-mumbai-10369803712/
2013 Toyota Innova,3.5L km,Diesel,Manual,1st,2494cc,₹5.83 lakh,https://www.cars24.com/buy-used-toyota-innova-2013-cars-mumbai-10323903792/
2022 Tata NEXON EV,58.01k km,Electric,,1st,,₹9.08 lakh,https://www.cars24.com/buy-used-tata-nexon-ev-2022-cars-mumbai-10386104719/
2017 Skoda Octavia,77.52k km,Petrol,,2nd,,₹8.50 lakh,https://www.cars24.com/buy-used-skoda-octavia-2017-cars-mumbai-10343209793/
2011 Audi Q5,91.51k km,Diesel,,1st,1968cc,₹10.55 lakh,https://www.cars24.com/buy-used-audi-q5-2011-cars-mumbai-10370205794/
2014 Mercedes Benz Ml Class,83.00k km,Diesel,,3rd,2143cc,₹16.95 lakh,https://www.cars24.com/buy-used-mercedes-benz-ml-class-2014-cars-mumbai-10334901799/
2013 Mercedes Benz B Class,80.37k km,Diesel,,3rd,2143cc,₹7.27 lakh,https://www.cars24.com/buy-used-mercedes-benz-b-class-2013-cars-mumbai-10340106794/
2018 Jaguar F- PACE,64.69k km,Diesel,,2nd,1999cc,₹29.36 lakh,https://www.cars24.com/buy-used-jaguar-f--pace-2018-cars-mumbai-10366104792/
2022 Tata NEXON EV,27.46k km,Electric,,1st,,₹11.01 lakh,https://www.cars24.com/buy-used-tata-nexon-ev-2022-cars-mumbai-10393809798/
2019 MG HECTOR,67.86k km,Diesel,Manual,1st,1956cc,₹11.37 lakh,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-10323407775/
2022 Tata NEXON EV,50.50k km,Electric,,1st,,₹8.90 lakh,https://www.cars24.com/buy-used-tata-nexon-ev-2022-cars-mumbai-10329001771/
2022 Tata NEXON EV,72.01k km,Electric,,1st,,₹10.11 lakh,https://www.cars24.com/buy-used-tata-nexon-ev-2022-cars-mumbai-10311706793/
2019 Hyundai XCENT PRIME,1.6L km,Petrol,Manual,2nd,1197cc,₹3.96 lakh,https://www.cars24.com/buy-used-hyundai-xcent-prime-2019-cars-mumbai-10399702759/
2012 Nissan Sunny,51.97k km,Petrol,Manual,2nd,1498cc,₹1.60 lakh,https://www.cars24.com/buy-used-nissan-sunny-2012-cars-mumbai-10397801754/
2015 Honda Amaze,45.28k km,Petrol,Manual,2nd,1198cc,₹3.02 lakh,https://www.cars24.com/buy-used-honda-amaze-2015-cars-mumbai-10387405752/
2013 Maruti Ertiga,75.55k km,Petrol,Manual,1st,1373cc,₹4.53 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-mumbai-10379101750/
2015 Toyota Corolla Altis,1.1L km,Petrol,Manual,2nd,1798cc,₹4.44 lakh,https://www.cars24.com/buy-used-toyota-corolla-altis-2015-cars-mumbai-10377807756/
2021 Maruti Baleno,51.00k km,Petrol,Manual,2nd,1197cc,₹5.25 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-mumbai-10377609750/
2015 Maruti S Cross,1.5L km,Diesel,Manual,2nd,1248cc,₹3.51 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2015-cars-mumbai-10377408756/
2022 Maruti Dzire,47.68k km,Petrol,Manual,1st,1197cc,₹6.69 lakh,https://www.cars24.com/buy-used-maruti-dzire-2022-cars-mumbai-10367305753/
2014 Nissan Micra,26.04k km,Petrol,,1st,1198cc,₹2.50 lakh,https://www.cars24.com/buy-used-nissan-micra-2014-cars-mumbai-10359009756/
2021 Maruti Eeco,99.45k km,Petrol,Manual,1st,1197cc,₹6.73 lakh,https://www.cars24.com/buy-used-maruti-eeco-2021-cars-mumbai-10357900759/
2014 Skoda Octavia,91.34k km,Diesel,,2nd,1968cc,₹5.50 lakh,https://www.cars24.com/buy-used-skoda-octavia-2014-cars-mumbai-10357603756/
2012 Maruti Alto 800,64.89k km,Petrol,Manual,1st,796cc,₹1.59 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2012-cars-mumbai-10350401796/
2012 Hyundai i10,46.29k km,Petrol,Manual,3rd,1197cc,₹1.61 lakh,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-mumbai-10349506757/
2013 Toyota Etios,1.0L km,Diesel,Manual,1st,,₹3.52 lakh,https://www.cars24.com/buy-used-toyota-etios-2013-cars-mumbai-10349301757/
2010 Volkswagen Polo,1.4L km,Petrol,Manual,2nd,1198cc,₹1.67 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2010-cars-mumbai-10346904716/
2016 Honda Amaze,62.52k km,Petrol,Manual,1st,1198cc,₹3.10 lakh,https://www.cars24.com/buy-used-honda-amaze-2016-cars-mumbai-10341301755/
2021 Renault Kiger,66.43k km,Petrol,Manual,1st,999cc,₹4.47 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-mumbai-10340744767/
2015 Maruti Swift,31.92k km,Diesel,Manual,1st,1248cc,₹3.15 lakh,https://www.cars24.com/buy-used-maruti-swift-2015-cars-mumbai-10339900759/
2018 Maruti Wagon R 1.0,1.3L km,Petrol,Manual,2nd,998cc,₹3.25 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-mumbai-10339604751/
2013 Maruti Zen Estilo,84.68k km,Petrol,Manual,2nd,998cc,₹1.67 lakh,https://www.cars24.com/buy-used-maruti-zen-estilo-2013-cars-mumbai-10338601719/
2019 Tata TIGOR,22.14k km,Petrol,,1st,1199cc,₹4.75 lakh,https://www.cars24.com/buy-used-tata-tigor-2019-cars-mumbai-10337904757/
2016 Volkswagen Vento,74.35k km,Petrol,,1st,1197cc,₹5.42 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-mumbai-10336006715/
2024 Mahindra Thar,4.91k km,Petrol,,1st,1997cc,₹16.14 lakh,https://www.cars24.com/buy-used-mahindra-thar-2024-cars-mumbai-10334901715/
2010 Maruti Ritz,1.3L km,Petrol,Manual,3rd,1197cc,₹0.89 lakh,https://www.cars24.com/buy-used-maruti-ritz-2010-cars-mumbai-10331606718/
2011 Volvo XC 60,1.1L km,Diesel,,3rd,2400cc,₹6.72 lakh,https://www.cars24.com/buy-used-volvo-xc-60-2011-cars-mumbai-10327404759/
2016 Mahindra Kuv100,59.91k km,Petrol,Manual,1st,1198cc,₹2.58 lakh,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-mumbai-10317505758/
2016 Maruti Alto 800,70.81k km,Petrol,Manual,2nd,796cc,₹2.20 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-mumbai-10310903713/
2013 Maruti Swift Dzire,29.00k km,Petrol,Manual,1st,1197cc,₹3.60 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-mumbai-10309401793/
2013 Maruti SX4,1.4L km,Petrol,Manual,2nd,,₹2.07 lakh,https://www.cars24.com/buy-used-maruti-sx4-2013-cars-mumbai-10307000717/
2010 Tata Nano,31.42k km,Petrol,Manual,3rd,627cc,₹0.36 lakh,https://www.cars24.com/buy-used-tata-nano-2010-cars-mumbai-10306003713/
2019 Renault Kwid,22.90k km,CNG,Manual,2nd,,₹2.82 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-mumbai-10324040745/
2016 Maruti Celerio,31.12k km,Petrol,,1st,998cc,₹3.22 lakh,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-mumbai-10337408714/
2017 Tata NEXON,37.44k km,Petrol,Manual,1st,1198cc,₹4.99 lakh,https://www.cars24.com/buy-used-tata-nexon-2017-cars-mumbai-10334242711/
2022 KIA SELTOS,39.73k km,Petrol,Manual,1st,1497cc,₹8.74 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-mumbai-12494345739/
2018 Hyundai Verna,45.44k km,Petrol,Manual,1st,1591cc,₹6.30 lakh,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-mumbai-10347045767/
2019 Datsun Redi Go,24.32k km,Petrol,,2nd,999cc,₹2.35 lakh,https://www.cars24.com/buy-used-datsun-redi-go-2019-cars-mumbai-10345649787/
2020 Toyota YARIS,35.25k km,Petrol,,1st,1496cc,₹6.27 lakh,https://www.cars24.com/buy-used-toyota-yaris-2020-cars-mumbai-10301848701/
2018 Mahindra KUV 100 NXT,38.66k km,Diesel,Manual,2nd,1198cc,₹2.63 lakh,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2018-cars-mumbai-10399207710/
2013 Maruti Wagon R 1.0,21.29k km,Petrol,Manual,1st,998cc,₹2.04 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-mumbai-10379701793/
2023 KIA SELTOS,16.47k km,Diesel,Manual,1st,1493cc,₹10.55 lakh,https://www.cars24.com/buy-used-kia-seltos-2023-cars-mumbai-12326242771/
2017 Hyundai Xcent,12.16k km,Petrol,Manual,1st,1197cc,₹3.74 lakh,https://www.cars24.com/buy-used-hyundai-xcent-2017-cars-mumbai-10356545703/
2018 Ford Ecosport,69.59k km,Diesel,Manual,1st,1498cc,₹6.45 lakh,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-mumbai-10355347728/
2018 Hyundai i20 Active,62.64k km,Petrol,Manual,2nd,1197cc,₹4.42 lakh,https://www.cars24.com/buy-used-hyundai-i20-active-2018-cars-mumbai-10389502778/
2024 Maruti Swift,12.06k km,Petrol,Manual,1st,,₹7.70 lakh,https://www.cars24.com/buy-used-maruti-swift-2024-cars-mumbai-10309748741/
2020 Maruti Vitara Brezza,17.70k km,Petrol,Manual,2nd,1462cc,₹6.60 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-mumbai-10390308796/
2014 Hyundai i20,44.90k km,Petrol,Manual,2nd,1197cc,₹3.32 lakh,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-mumbai-10322337745/
2019 Hyundai VENUE,46.21k km,Petrol,,1st,998cc,₹6.90 lakh,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-10352346798/
2019 Ford Ecosport,47.71k km,Petrol,,2nd,1497cc,₹5.32 lakh,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-mumbai-10308049734/
2019 Maruti Ciaz,51.66k km,Petrol,Manual,2nd,1462cc,₹5.51 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-mumbai-10360543789/
2017 Honda Amaze,26.09k km,Petrol,Manual,2nd,1198cc,₹3.89 lakh,https://www.cars24.com/buy-used-honda-amaze-2017-cars-mumbai-10377445705/
2021 Tata Harrier,54.41k km,Diesel,Manual,1st,1956cc,₹12.70 lakh,https://www.cars24.com/buy-used-tata-harrier-2021-cars-mumbai-10357607792/
2019 Maruti Dzire,16.02k km,Petrol,Manual,1st,1197cc,₹5.28 lakh,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-mumbai-10379346784/
2015 Maruti Ciaz,21.55k km,Petrol,Manual,1st,1373cc,₹4.38 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-mumbai-10329906791/
2016 Maruti Ciaz,82.05k km,Petrol,,1st,1373cc,₹3.97 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-mumbai-10353442721/
2021 Honda Jazz,29.59k km,Petrol,,1st,1199cc,₹6.04 lakh,https://www.cars24.com/buy-used-honda-jazz-2021-cars-mumbai-10350449780/
2019 KIA SELTOS,32.81k km,Petrol,Manual,1st,1497cc,₹7.72 lakh,https://www.cars24.com/buy-used-kia-seltos-2019-cars-mumbai-10334808774/
2021 Skoda KUSHAQ,66.30k km,Petrol,Manual,1st,999cc,₹7.60 lakh,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-mumbai-10359302796/
2016 Honda City,34.39k km,Petrol,Manual,1st,1497cc,₹4.79 lakh,https://www.cars24.com/buy-used-honda-city-2016-cars-mumbai-10385208779/
2017 Hyundai Elite i20,27.19k km,Petrol,Manual,2nd,1197cc,₹4.54 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-mumbai-10304148767/
2022 Tata NEXON,49.90k km,Petrol,Manual,1st,1199cc,₹7.26 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-mumbai-10312446752/
2017 Ford Figo Aspire,37.18k km,Petrol,Manual,2nd,1196cc,₹3.07 lakh,https://www.cars24.com/buy-used-ford-figo-aspire-2017-cars-mumbai-10317945706/
2016 Volkswagen Vento,50.67k km,Petrol,,1st,1197cc,₹4.45 lakh,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-mumbai-10381543701/
2017 Ford Ecosport,1.2L km,Diesel,Manual,1st,1498cc,₹5.10 lakh,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-mumbai-10378540761/
2020 Maruti Baleno,31.07k km,Petrol,,1st,1197cc,₹5.80 lakh,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-mumbai-10345741793/
2014 Honda Amaze,36.42k km,Petrol,Manual,1st,1198cc,₹2.99 lakh,https://www.cars24.com/buy-used-honda-amaze-2014-cars-mumbai-10370642701/
2021 Tata NEXON,52.49k km,Petrol,Manual,1st,1199cc,₹7.25 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-mumbai-10307907798/
2014 Hyundai Verna,54.70k km,CNG,Manual,2nd,1591cc,₹4.25 lakh,https://www.cars24.com/buy-used-hyundai-verna-2014-cars-mumbai-10318746761/
2022 Maruti S PRESSO,28.21k km,CNG,Manual,1st,998cc,₹3.87 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2022-cars-mumbai-10340648748/
2021 Renault Kwid,52.34k km,Petrol,,1st,999cc,₹3.38 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-mumbai-10322044761/
2016 Maruti Wagon R 1.0,23.84k km,Petrol,,1st,998cc,₹3.35 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-mumbai-10373703796/
2020 Hyundai Creta,60.18k km,Petrol,,1st,1353cc,₹11.26 lakh,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-mumbai-12423943722/
2021 Maruti Baleno,25.81k km,Petrol,,1st,1197cc,₹6.34 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-mumbai-10390846705/
2023 Hyundai EXTER,30.72k km,CNG,Manual,1st,1197cc,₹7.85 lakh,https://www.cars24.com/buy-used-hyundai-exter-2023-cars-mumbai-10314042761/
2023 KIA SELTOS,31.48k km,Petrol,,1st,1353cc,₹14.65 lakh,https://www.cars24.com/buy-used-kia-seltos-2023-cars-mumbai-13508641753/
2022 Tata TIGOR,12.95k km,CNG,Manual,1st,1199cc,₹6.39 lakh,https://www.cars24.com/buy-used-tata-tigor-2022-cars-mumbai-10350844766/
2021 MG HECTOR,28.53k km,Petrol,,1st,1451cc,₹12.05 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-mumbai-10338342763/
2018 Tata Tiago,45.85k km,Petrol,,1st,1199cc,₹4.00 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-mumbai-10381505713/
2023 Tata NEXON,59.16k km,Diesel,Manual,1st,,₹9.85 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-mumbai-10353347708/
2019 Tata Harrier,1.1L km,Diesel,Manual,1st,1956cc,₹7.15 lakh,https://www.cars24.com/buy-used-tata-harrier-2019-cars-faridabad-11015841757/
2023 Tata PUNCH,25.99k km,Petrol,Manual,1st,1199cc,₹5.14 lakh,https://www.cars24.com/buy-used-tata-punch-2023-cars-faridabad-10150409717/
2016 Renault Kwid,56.05k km,Petrol,Manual,1st,799cc,₹1.80 lakh,https://www.cars24.com/buy-used-renault-kwid-2016-cars-noida-10115341765/
2024 Maruti Swift,12.62k km,CNG,Manual,1st,1197cc,₹6.94 lakh,https://www.cars24.com/buy-used-maruti-swift-2024-cars-noida-11225905792/
2022 Maruti BREZZA,30.48k km,Petrol,Manual,1st,1462cc,₹7.11 lakh,https://www.cars24.com/buy-used-maruti-brezza-2022-cars-new-delhi-11502501796/
2018 Datsun Go,99.90k km,Petrol,Manual,2nd,1198cc,₹1.94 lakh,https://www.cars24.com/buy-used-datsun-go-2018-cars-ghaziabad-10010132792/
2023 Mahindra Thar,38.94k km,Diesel,,1st,2184cc,₹15.00 lakh,https://www.cars24.com/buy-used-mahindra-thar-2023-cars-noida-10511102718/
2024 Maruti BREZZA,7.04k km,Petrol,Manual,1st,1462cc,₹9.84 lakh,https://www.cars24.com/buy-used-maruti-brezza-2024-cars-ghaziabad-10002649785/
2021 Honda Amaze,55.20k km,Diesel,Manual,1st,1498cc,₹5.51 lakh,https://www.cars24.com/buy-used-honda-amaze-2021-cars-noida-11231149749/
2022 KIA SELTOS,35.94k km,Petrol,,1st,1353cc,₹14.50 lakh,https://www.cars24.com/buy-used-kia-seltos-2022-cars-gurgaon-10146809712/
2022 Honda Amaze,79.01k km,Petrol,Manual,2nd,1199cc,₹4.85 lakh,https://www.cars24.com/buy-used-honda-amaze-2022-cars-gurgaon-10091206798/
2019 Mahindra Scorpio,96.18k km,Diesel,Manual,2nd,2523cc,₹7.24 lakh,https://www.cars24.com/buy-used-mahindra-scorpio-2019-cars-ghaziabad-10525102790/
2021 Volkswagen Polo,57.64k km,Petrol,Manual,2nd,999cc,₹4.84 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-new-delhi-11028847784/
2019 Honda Amaze,86.69k km,Petrol,Manual,2nd,1199cc,₹4.07 lakh,https://www.cars24.com/buy-used-honda-amaze-2019-cars-gurgaon-29615643728/
2020 MG HECTOR,43.05k km,Petrol,Manual,2nd,1451cc,₹8.52 lakh,https://www.cars24.com/buy-used-mg-hector-2020-cars-new-delhi-10053643746/
2022 Mahindra XUV700,78.15k km,Petrol,,1st,1997cc,₹19.70 lakh,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-noida-10585243765/
2022 Mahindra XUV700,67.29k km,Diesel,Manual,1st,2184cc,₹14.25 lakh,https://www.cars24.com/buy-used-mahindra-xuv700-2022-cars-noida-10578449767/
2021 Ford Ecosport,20.97k km,Petrol,Manual,2nd,1497cc,₹5.35 lakh,https://www.cars24.com/buy-used-ford-ecosport-2021-cars-gurgaon-10173007794/
2021 Maruti Swift,34.38k km,Petrol,,1st,1197cc,₹5.96 lakh,https://www.cars24.com/buy-used-maruti-swift-2021-cars-gurgaon-11013208718/
2020 KIA SONET,46.51k km,Petrol,Manual,2nd,998cc,₹5.61 lakh,https://www.cars24.com/buy-used-kia-sonet-2020-cars-ghaziabad-10004849768/
2023 Tata PUNCH,33.21k km,Petrol,Manual,1st,1199cc,₹5.09 lakh,https://www.cars24.com/buy-used-tata-punch-2023-cars-new-delhi-11227305773/
2022 Nissan MAGNITE,65.93k km,Petrol,Manual,1st,999cc,₹4.97 lakh,https://www.cars24.com/buy-used-nissan-magnite-2022-cars-gurgaon-29610642740/
2023 KIA SELTOS,14.97k km,Petrol,Manual,2nd,,₹8.85 lakh,https://www.cars24.com/buy-used-kia-seltos-2023-cars-new-delhi-10560203796/
2022 Nissan MAGNITE,63.12k km,Petrol,Manual,1st,999cc,₹4.88 lakh,https://www.cars24.com/buy-used-nissan-magnite-2022-cars-gurgaon-11064045774/
2017 Renault Kwid,49.95k km,Petrol,,2nd,999cc,₹2.31 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-gurgaon-11010427774/
